#time fr_OV_exp
25.542400975854434 33.404259854048114
43.9134519376903 32.73090058318456
58.980828853288585 33.495008419040325
71.44953412457562 31.833170199056617
89.9681437286763 30.351189568587728
107.88012335902476 32.19354119427408
123.71808429533303 28.734848596635345
141.0398293566277 33.811685660743024
159.74698611473104 31.29646662633398
174.60122276928178 33.22858309273078
199.31729534845908 31.117838692171368
223.23819079988243 33.36466495170735
244.86372959386972 31.52337902732623
256.57824624914065 33.994494423103106
278.07262180556063 32.87198304059339
286.9097449366891 34.44454828200753
320.692476312739 32.6485136745873
350.5403105617552 35.74904865664253
366.67338878259125 30.673113339793133
396.4228506034333 34.31272922825192
414.92506480283646 32.92059541551695
423.55724537526567 35.616245878605156
433.0091961824937 33.81955545499709
457.003870955049 35.6620710347304
463.4718581076095 33.55083477203011
475.30934029810123 35.348099034802544
500.2631462453701 31.9345757771012
524.0036922451372 35.16971703171036
539.7186876462256 32.384875567076065
563.6067922882576 34.8113954620799
585.4126805339001 31.9817945426256
590.6920008460029 36.384452565634916
618.7855267925497 32.43193037855351
639.665074672871 34.678674661066005
669.7260491829347 36.61120101258021
707.0255948662716 32.209690667899615
715.6003915222636 35.219804993056556
736.3651715697124 38.095476999706534
761.3517683263735 34.50226010653735
773.181052814517 36.34444777817674
803.12725949171 38.905901853828425
825.0315201655285 35.53722002797057
848.7884615699904 38.6825144648458
867.503816030443 36.1223720215698
888.522724850679 37.605418353343936
912.4682134091454 39.71747438627902
934.2904970594846 36.79802664909081
948.9233957506394 39.943075154895595
961.351112510185 38.50585397924671
973.4181303664209 39.045262793744186
983.3455479098311 34.64301465585227
1004.1267233619765 37.42883984476832
1019.0055531235703 39.22618608456423
1046.599019226891 38.01399183836756
1073.6596346775932 39.72181916852345
1098.260939423898 38.240002492101524
1116.2057098636387 39.90266048232003
1137.9214233834546 37.56721706040232
1174.1634654638992 38.960826459559925
1198.7237816984662 37.70362682747281
1204.3228124021407 40.35427190467057
1227.9239974619913 44.3531111100181
1244.2128320274396 38.423631024696405
1256.017523408539 40.40058892293669
1280.0613843951814 41.97356404946822
1313.8441157712314 40.177529442048
1319.3283786420343 43.45710224338323
1344.2821845893031 40.043578985681904
1355.8327471976154 43.413162558798035
1374.4825200392834 41.21240738645774
1392.9355480245995 40.08981402692454
1404.7812279174386 41.842154880830016
1438.4000052465299 40.94458845074904
1456.3693687933146 42.47247621436665
1471.9450032544883 40.45133270047072
1501.9403961457683 42.743246322920626
1526.467921570942 41.66574032630136
1541.4615191654084 42.83415884195979
1563.144441875831 40.67840905550993
1571.8585994717405 42.92482542992851
1609.0023888104643 39.37685985372021
1623.5697058828355 42.88129563046071
1654.3274850924781 40.995332228283075
1653.8356229515985 43.69073676030084
1678.5271024237327 41.71476258634232
1684.1261331274072 44.36540766354008
1708.8012171948449 42.47928030731548
1729.7873352056886 44.14202027455746
1759.9876706556688 45.31084867533329
1769.6773548309875 42.2113793945833
1787.490962033161 44.59281192667321
1815.1090212435265 43.24584745387564
1829.6927337205925 46.66043641288221
1845.4159268240292 43.83067153938096
1866.385649430178 45.58325832435686
1888.0603744382515 43.472431946773966
1924.1466601740867 45.71958611440387
1948.985698288483 42.93499058084001
1976.1282907626655 44.19358382232629
2000 46.709950535064046
2027.7820132573243 44.46451788492722
2051.563547768832 47.47504209520157
2076.7304939771475 42.893510206959206
2097.2493429541564 47.116884479618065
2115.8827203911287 45.00597612501169
2130.5320144869793 48.061177813082566
2146.0748581387606 46.219727934654486
2167.0363830425613 48.017238128497354
2206.975588881948 45.81705679532142
2221.6740691918876 48.60271803019051
2249.456082449211 46.357285380053696
2288.3213892810127 50.042070608449876
2319.3824834775305 46.49394107819462
2330.908452978799 49.99829487791163
2355.6163278556287 47.932473886219185
2367.4866008555127 49.55004451352376
2410.4343634566103 47.52963879283915
2428.1987844446967 50.18061177813084
2462.088085951269 47.800572855440095
2476.8357524752973 50.316693637107406
2501.5272319474298 48.340719463148886
2525.3087664589375 51.35124367342323
2541.023761860026 48.566402208788936
2552.6317083847753 51.621521919836326
2574.2490494764124 49.825159404322164
2592.1364359997187 51.80228125660941
2622.9761922328407 49.46708376576215
2668.235706896072 51.44494341126071
2677.5728898704274 50.27718071179011
2710.7080027609863 52.030095404859935
2738.4162366971796 50.188973434525785
2762.337132148602 52.435799694061764
2784.052845668417 50.100356272144055
2805.5636166295317 48.88799807190042
2832.2143469628336 52.84199584540447
2850.823131292762 50.86585771739898
2878.2690387538187 50.46228483080763
2883.909057969232 52.888312863670585
2911.4041516443776 52.21519952387746
2933.0132950336683 50.463760417230276
2956.8358180569157 53.2496675831698
2972.4442433274808 51.048830433806025
2981.8060194088803 49.746297507734546
3014.7771782524796 52.397680378143626
3039.5342393433975 50.0623189332494
3048.1090359993914 53.07243325840635
3066.053806439131 54.735091248624855
3093.803028887063 52.669352233955884
3121.380099585688 51.54700480549313
3130.12704799099 53.61372754444386
3154.9414929983423 50.963902237480895
3172.714111688775 53.56995181390561
3182.2070510077447 51.54864434596273
3209.1283055185295 54.020169626857
3233.8607735024034 51.81957840856366
3245.640871776459 53.93130653340483
3264.2004698923 52.224708858601126
3285.1210062843593 54.24683609677881
3297.786456411998 51.506836063988
3321.617177137594 54.24781982106057
3349.390992692569 52.04731057979071
3385.526464642491 54.02492429421883
3397.216388190718 56.63080991659659
3421.8586814487635 54.92437619583984
3436.466987032876 58.20419492824553
3461.338815956663 55.239905759213826
3497.564462632413 56.72336197610535
3525.3054873779975 54.702546370303345
3546.267012281799 56.50005656414622
3568.031912015701 53.89507268902673
3591.715074099032 57.44467780570463
3601.2080134179987 55.423370337761746
3637.220519832702 58.07483518519431
3677.2990866120044 55.11095590128001
3716.4185222165934 57.40311545480034
3734.8223639878215 56.55006254846893
3749.4880534883696 59.51541741880587
3761.415710404687 60.81852418404171
3777.352043769174 56.82075067999942
3801.084392066593 60.100815343475546
3831.6126356104915 59.47270738957287
3849.557406050232 61.13536537979137
3877.4623848427773 58.216081596650106
3892.06249272454 61.54082373792275
3922.812074231836 59.69978374461208
3922.3775960073917 62.080724414561104
3940.8962056114933 60.59874378409221
3961.6445902542446 63.56426260847611
3983.270129048232 61.722976684094995
3998.132563405131 63.61016974162483
4013.839361103871 60.870251685857504
4028.5050506044163 63.83560655619445
4044.113475874982 61.63476940683067
4062.0992348264635 63.072810352714356
4099.251221867536 59.47992136763909
4119.925827189157 62.84975087182566
4141.452993554966 61.5475458538481
4162.512890886942 62.80597514128742
4187.171579549685 61.00969460279674
4220.2984947378945 62.80753270473353
4247.900158543564 61.550415049669894
4253.605759377761 63.61705581159714
4271.624309138636 64.87540312201298
4296.3895679319 62.49511826825179
4320.441626620891 64.02316998591637
4342.058967712529 62.226807470402214
4347.6579984162045 64.87745254759997
4366.176608020306 63.39547191713108
4374.964544937347 65.237577611747
4390.65494723139 62.587506373713595
4397.106538979256 60.56611692874723
4414.9529369908205 62.76785582536928
4433.422360380834 61.55541564810217
4432.709160276559 65.46375221952793
4457.392442046344 63.53270145443636
