# Time-averaged data for fix redRad4
# TimeStep c_layerRad4
10000 0.98
11000 0.97608
12000 0.972224
13000 0.96859
14000 0.965126
15000 0.961806
16000 0.95861
17000 0.955524
18000 0.952534
19000 0.949631
20000 0.946806
21000 0.944052
22000 0.941363
23000 0.938732
24000 0.936157
25000 0.933632
26000 0.931155
27000 0.928721
28000 0.926329
29000 0.923975
30000 0.921657
31000 0.919374
32000 0.917123
33000 0.914903
34000 0.912712
35000 0.910548
36000 0.908411
37000 0.9063
38000 0.904212
39000 0.902147
40000 0.900105
41000 0.898083
42000 0.896082
43000 0.8941
44000 0.892138
45000 0.890193
46000 0.888266
47000 0.886356
48000 0.884462
49000 0.882584
50000 0.880721
51000 0.878873
52000 0.877039
53000 0.87522
54000 0.873413
55000 0.87162
56000 0.86984
57000 0.868072
58000 0.866316
59000 0.864571
60000 0.862838
61000 0.861117
62000 0.859406
63000 0.857705
64000 0.856015
65000 0.854336
66000 0.852665
67000 0.851005
68000 0.849354
69000 0.847712
70000 0.846079
71000 0.844455
72000 0.842839
73000 0.841232
74000 0.839633
75000 0.838043
76000 0.83646
77000 0.834885
78000 0.833317
79000 0.831757
80000 0.830204
81000 0.828659
82000 0.82712
83000 0.825589
84000 0.824064
85000 0.822546
86000 0.821034
87000 0.819529
88000 0.81803
89000 0.816537
90000 0.815051
91000 0.81357
92000 0.812096
93000 0.810627
94000 0.809164
95000 0.807707
96000 0.806255
97000 0.804809
98000 0.803368
99000 0.801932
100000 0.800501
101000 0.799076
102000 0.797656
103000 0.79624
104000 0.79483
105000 0.793424
106000 0.792024
107000 0.790627
108000 0.789236
109000 0.787849
110000 0.786467
111000 0.785089
112000 0.783715
113000 0.782346
114000 0.780981
115000 0.779621
116000 0.778264
117000 0.776912
118000 0.775563
119000 0.774219
120000 0.772878
121000 0.771542
122000 0.770209
123000 0.76888
124000 0.767555
125000 0.766234
126000 0.764916
127000 0.763602
128000 0.762292
129000 0.760985
130000 0.759681
131000 0.758381
132000 0.757085
133000 0.755792
134000 0.754502
135000 0.753215
136000 0.751932
137000 0.750652
138000 0.749375
139000 0.748102
140000 0.746831
141000 0.745564
142000 0.744299
143000 0.743038
144000 0.741779
145000 0.740524
146000 0.739271
147000 0.738022
148000 0.736775
149000 0.735531
150000 0.73429
151000 0.733051
152000 0.731816
153000 0.730583
154000 0.729353
155000 0.728125
156000 0.7269
157000 0.725678
158000 0.724458
159000 0.723241
160000 0.722027
161000 0.720815
162000 0.719605
163000 0.718398
164000 0.717193
165000 0.715991
166000 0.714791
167000 0.713593
168000 0.712398
169000 0.711205
170000 0.710015
171000 0.708826
172000 0.70764
173000 0.706457
174000 0.705275
175000 0.704096
176000 0.702918
177000 0.701743
178000 0.70057
179000 0.6994
180000 0.698231
181000 0.697064
182000 0.6959
183000 0.694737
184000 0.693577
185000 0.692418
186000 0.691261
187000 0.690107
188000 0.688954
189000 0.687804
190000 0.686655
191000 0.685508
192000 0.684363
193000 0.68322
194000 0.682079
195000 0.680939
196000 0.679801
197000 0.678666
198000 0.677532
199000 0.676399
200000 0.675269
201000 0.67414
202000 0.673013
203000 0.671888
204000 0.670764
205000 0.669642
206000 0.668522
207000 0.667403
208000 0.666286
209000 0.665171
210000 0.664057
211000 0.662945
212000 0.661835
213000 0.660726
214000 0.659618
215000 0.658512
216000 0.657408
217000 0.656305
218000 0.655204
219000 0.654104
220000 0.653006
221000 0.651909
222000 0.650814
223000 0.64972
224000 0.648627
225000 0.647536
