# Time-averaged data for fix redRad3
# TimeStep c_layerRad3
10000 0.995
11000 0.991963
12000 0.988966
13000 0.986074
14000 0.983256
15000 0.980503
16000 0.97781
17000 0.975173
18000 0.972586
19000 0.970048
20000 0.967554
21000 0.965102
22000 0.962689
23000 0.960314
24000 0.957973
25000 0.955666
26000 0.95339
27000 0.951145
28000 0.948927
29000 0.946737
30000 0.944573
31000 0.942434
32000 0.940319
33000 0.938226
34000 0.936156
35000 0.934106
36000 0.932078
37000 0.930068
38000 0.928078
39000 0.926105
40000 0.924151
41000 0.922213
42000 0.920292
43000 0.918387
44000 0.916498
45000 0.914623
46000 0.912764
47000 0.910918
48000 0.909086
49000 0.907267
50000 0.905462
51000 0.903669
52000 0.901888
53000 0.90012
54000 0.898363
55000 0.896618
56000 0.894883
57000 0.89316
58000 0.891447
59000 0.889745
60000 0.888053
61000 0.886371
62000 0.884698
63000 0.883035
64000 0.881381
65000 0.879736
66000 0.8781
67000 0.876473
68000 0.874855
69000 0.873244
70000 0.871642
71000 0.870048
72000 0.868462
73000 0.866883
74000 0.865313
75000 0.863749
76000 0.862193
77000 0.860644
78000 0.859102
79000 0.857567
80000 0.856039
81000 0.854517
82000 0.853002
83000 0.851494
84000 0.849992
85000 0.848496
86000 0.847006
87000 0.845523
88000 0.844045
89000 0.842573
90000 0.841107
91000 0.839646
92000 0.838191
93000 0.836742
94000 0.835298
95000 0.833859
96000 0.832426
97000 0.830998
98000 0.829575
99000 0.828157
100000 0.826743
101000 0.825335
102000 0.823932
103000 0.822533
104000 0.821139
105000 0.81975
106000 0.818365
107000 0.816985
108000 0.815609
109000 0.814237
110000 0.81287
111000 0.811507
112000 0.810149
113000 0.808794
114000 0.807444
115000 0.806098
116000 0.804755
117000 0.803417
118000 0.802082
119000 0.800752
120000 0.799425
121000 0.798102
122000 0.796782
123000 0.795467
124000 0.794155
125000 0.792846
126000 0.791541
127000 0.79024
128000 0.788942
129000 0.787647
130000 0.786356
131000 0.785068
132000 0.783784
133000 0.782503
134000 0.781225
135000 0.77995
136000 0.778678
137000 0.77741
138000 0.776144
139000 0.774882
140000 0.773623
141000 0.772366
142000 0.771113
143000 0.769863
144000 0.768615
145000 0.767371
146000 0.766129
147000 0.76489
148000 0.763654
149000 0.76242
150000 0.761189
151000 0.759961
152000 0.758736
153000 0.757513
154000 0.756293
155000 0.755076
156000 0.753861
157000 0.752648
158000 0.751438
159000 0.750231
160000 0.749026
161000 0.747824
162000 0.746624
163000 0.745426
164000 0.744231
165000 0.743038
166000 0.741847
167000 0.740659
168000 0.739473
169000 0.738289
170000 0.737107
171000 0.735928
172000 0.734751
173000 0.733576
174000 0.732403
175000 0.731233
176000 0.730064
177000 0.728898
178000 0.727734
179000 0.726571
180000 0.725411
181000 0.724253
182000 0.723097
183000 0.721943
184000 0.72079
185000 0.71964
186000 0.718492
187000 0.717345
188000 0.716201
189000 0.715058
190000 0.713918
191000 0.712779
192000 0.711642
193000 0.710507
194000 0.709373
195000 0.708242
196000 0.707112
197000 0.705984
198000 0.704857
199000 0.703733
200000 0.70261
201000 0.701489
202000 0.700369
203000 0.699251
204000 0.698135
205000 0.697021
206000 0.695908
207000 0.694796
208000 0.693687
209000 0.692579
210000 0.691472
211000 0.690367
212000 0.689264
213000 0.688162
214000 0.687062
215000 0.685963
216000 0.684865
217000 0.68377
218000 0.682675
219000 0.681582
220000 0.680491
221000 0.679401
222000 0.678312
223000 0.677225
224000 0.676139
225000 0.675055
226000 0.673972
227000 0.67289
228000 0.67181
229000 0.670731
230000 0.669654
231000 0.668577
232000 0.667502
233000 0.666429
234000 0.665357
235000 0.664285
236000 0.663216
237000 0.662147
238000 0.66108
239000 0.660014
240000 0.658949
241000 0.657886
242000 0.656823
243000 0.655762
244000 0.654702
245000 0.653643
246000 0.652586
247000 0.651529
248000 0.650474
249000 0.64942
250000 0.648367
251000 0.647315
252000 0.646264
253000 0.645215
254000 0.644166
255000 0.643119
256000 0.642073
257000 0.641027
258000 0.639983
259000 0.63894
260000 0.637898
261000 0.636857
262000 0.635817
263000 0.634778
264000 0.63374
265000 0.632703
266000 0.631667
267000 0.630632
268000 0.629598
269000 0.628565
270000 0.627533
271000 0.626502
272000 0.625472
273000 0.624442
274000 0.623414
275000 0.622387
276000 0.62136
277000 0.620335
278000 0.61931
279000 0.618287
280000 0.617264
281000 0.616242
282000 0.615221
283000 0.614201
284000 0.613181
285000 0.612163
286000 0.611145
287000 0.610129
288000 0.609113
289000 0.608098
290000 0.607083
291000 0.60607
292000 0.605057
293000 0.604045
294000 0.603034
295000 0.602024
296000 0.601014
297000 0.600006
298000 0.598998
299000 0.59799
300000 0.596984
301000 0.595978
302000 0.594973
303000 0.593969
304000 0.592966
305000 0.591963
306000 0.590961
307000 0.589959
308000 0.588959
309000 0.587959
310000 0.586959
311000 0.585961
312000 0.584963
313000 0.583965
314000 0.582969
315000 0.581973
316000 0.580978
317000 0.579983
318000 0.578989
319000 0.577996
320000 0.577003
321000 0.576011
322000 0.575019
323000 0.574028
324000 0.573038
325000 0.572048
326000 0.571059
327000 0.570071
328000 0.569083
329000 0.568095
330000 0.567109
331000 0.566122
332000 0.565137
333000 0.564152
334000 0.563167
335000 0.562183
336000 0.5612
337000 0.560217
338000 0.559234
339000 0.558252
340000 0.557271
341000 0.55629
342000 0.55531
343000 0.55433
344000 0.55335
345000 0.552371
346000 0.551393
347000 0.550415
348000 0.549438
349000 0.548461
350000 0.547484
351000 0.546508
352000 0.545532
353000 0.544557
354000 0.543582
355000 0.542608
356000 0.541634
357000 0.540661
358000 0.539688
359000 0.538715
360000 0.537743
361000 0.536771
362000 0.535799
363000 0.534828
364000 0.533858
365000 0.532888
366000 0.531918
367000 0.530948
368000 0.529979
369000 0.52901
370000 0.528042
371000 0.527074
372000 0.526106
373000 0.525139
374000 0.524172
375000 0.523205
376000 0.522239
377000 0.521273
378000 0.520307
379000 0.519341
380000 0.518376
381000 0.517411
382000 0.516447
383000 0.515483
384000 0.514519
385000 0.513555
386000 0.512592
387000 0.511629
388000 0.510666
389000 0.509703
390000 0.508741
391000 0.507779
392000 0.506817
393000 0.505856
394000 0.504894
395000 0.503933
396000 0.502973
397000 0.502012
398000 0.501052
399000 0.500091
400000 0.499131
401000 0.498172
402000 0.497212
403000 0.496253
404000 0.495294
405000 0.494335
406000 0.493376
407000 0.492417
408000 0.491459
409000 0.490501
410000 0.489542
411000 0.488585
412000 0.487627
413000 0.486669
414000 0.485712
415000 0.484754
416000 0.483797
417000 0.48284
418000 0.481883
419000 0.480926
420000 0.479969
421000 0.479013
422000 0.478056
423000 0.4771
424000 0.476144
425000 0.475187
426000 0.474231
427000 0.473275
428000 0.472319
429000 0.471363
430000 0.470407
431000 0.469452
432000 0.468496
433000 0.46754
434000 0.466585
435000 0.465629
436000 0.464674
437000 0.463718
438000 0.462763
439000 0.461807
440000 0.460852
441000 0.459896
442000 0.458941
443000 0.457986
444000 0.45703
445000 0.456075
446000 0.455119
447000 0.454164
448000 0.453208
449000 0.452253
450000 0.451298
451000 0.450342
452000 0.449386
453000 0.448431
454000 0.447475
455000 0.446519
456000 0.445564
457000 0.444608
458000 0.443652
459000 0.442696
460000 0.44174
461000 0.440784
462000 0.439827
463000 0.438871
464000 0.437915
465000 0.436958
466000 0.436001
467000 0.435045
468000 0.434088
469000 0.433131
470000 0.432174
471000 0.431216
472000 0.430259
473000 0.429301
474000 0.428344
475000 0.427386
476000 0.426428
477000 0.425469
478000 0.424511
479000 0.423552
480000 0.422594
481000 0.421635
482000 0.420676
483000 0.419716
484000 0.418757
485000 0.417797
486000 0.416837
487000 0.415877
488000 0.414916
489000 0.413956
490000 0.412995
491000 0.412033
492000 0.411072
493000 0.41011
494000 0.409149
495000 0.408186
496000 0.407224
497000 0.406261
498000 0.405298
499000 0.404335
500000 0.403371
501000 0.402407
502000 0.401443
503000 0.400478
504000 0.399514
505000 0.398548
506000 0.397583
507000 0.396617
508000 0.395651
509000 0.394684
510000 0.393717
511000 0.39275
512000 0.391782
513000 0.390814
514000 0.389846
515000 0.388877
516000 0.387908
517000 0.386938
518000 0.385968
519000 0.384998
520000 0.384027
521000 0.383056
522000 0.382084
523000 0.381112
524000 0.380139
525000 0.379166
526000 0.378193
527000 0.377219
528000 0.376244
529000 0.375269
530000 0.374294
531000 0.373318
532000 0.372342
533000 0.371365
534000 0.370387
535000 0.369409
536000 0.368431
537000 0.367452
538000 0.366472
539000 0.365492
