# Time-averaged data for fix redRad4
# TimeStep c_layerRad4
10000 0.98
11000 0.976239
12000 0.972521
13000 0.969026
14000 0.965704
15000 0.962528
16000 0.959477
17000 0.956536
18000 0.953692
19000 0.950934
20000 0.948254
21000 0.945644
22000 0.943098
23000 0.940611
24000 0.938178
25000 0.935795
26000 0.933458
27000 0.931165
28000 0.928911
29000 0.926695
30000 0.924515
31000 0.922368
32000 0.920253
33000 0.918168
34000 0.916111
35000 0.914081
36000 0.912076
37000 0.910096
38000 0.908139
39000 0.906205
40000 0.904291
41000 0.902399
42000 0.900525
43000 0.898671
44000 0.896835
45000 0.895016
46000 0.893214
47000 0.891429
48000 0.889659
49000 0.887904
50000 0.886164
51000 0.884438
52000 0.882726
53000 0.881027
54000 0.879341
55000 0.877667
56000 0.876006
57000 0.874357
58000 0.872719
59000 0.871092
60000 0.869477
61000 0.867872
62000 0.866277
63000 0.864692
64000 0.863118
65000 0.861553
66000 0.859997
67000 0.85845
68000 0.856913
69000 0.855384
70000 0.853864
71000 0.852352
72000 0.850848
73000 0.849352
74000 0.847864
75000 0.846384
76000 0.844911
77000 0.843446
78000 0.841988
79000 0.840537
80000 0.839093
81000 0.837656
82000 0.836226
83000 0.834802
84000 0.833384
85000 0.831973
86000 0.830568
87000 0.82917
88000 0.827777
89000 0.82639
90000 0.825009
91000 0.823634
92000 0.822264
93000 0.8209
94000 0.819541
95000 0.818188
96000 0.81684
97000 0.815497
98000 0.814159
99000 0.812826
100000 0.811498
101000 0.810175
102000 0.808857
103000 0.807544
104000 0.806235
105000 0.804931
106000 0.803631
107000 0.802336
108000 0.801045
109000 0.799759
110000 0.798477
111000 0.797199
112000 0.795925
113000 0.794655
114000 0.79339
115000 0.792128
116000 0.790871
117000 0.789617
118000 0.788367
119000 0.787121
120000 0.785879
121000 0.78464
122000 0.783405
123000 0.782174
124000 0.780946
125000 0.779722
126000 0.778501
127000 0.777283
128000 0.776069
129000 0.774859
130000 0.773652
131000 0.772448
132000 0.771247
133000 0.770049
134000 0.768855
135000 0.767664
136000 0.766476
137000 0.765291
138000 0.764109
139000 0.76293
140000 0.761753
141000 0.76058
142000 0.75941
143000 0.758243
144000 0.757078
145000 0.755917
146000 0.754758
147000 0.753601
148000 0.752448
149000 0.751297
150000 0.750149
151000 0.749004
152000 0.747861
153000 0.74672
154000 0.745583
155000 0.744448
156000 0.743315
157000 0.742185
158000 0.741057
159000 0.739932
160000 0.738809
161000 0.737688
162000 0.73657
163000 0.735454
164000 0.734341
165000 0.73323
166000 0.732121
167000 0.731014
168000 0.72991
169000 0.728807
170000 0.727707
171000 0.72661
172000 0.725514
173000 0.72442
174000 0.723329
175000 0.722239
176000 0.721152
177000 0.720067
178000 0.718984
179000 0.717902
180000 0.716823
181000 0.715746
182000 0.714671
183000 0.713597
184000 0.712526
185000 0.711457
186000 0.710389
187000 0.709323
188000 0.708259
189000 0.707197
190000 0.706137
191000 0.705079
192000 0.704022
193000 0.702968
194000 0.701915
195000 0.700863
196000 0.699814
197000 0.698766
198000 0.69772
199000 0.696676
200000 0.695633
201000 0.694592
202000 0.693553
203000 0.692515
204000 0.691479
205000 0.690444
206000 0.689411
207000 0.68838
208000 0.68735
209000 0.686322
210000 0.685296
211000 0.68427
212000 0.683247
213000 0.682225
214000 0.681204
215000 0.680185
216000 0.679168
217000 0.678152
218000 0.677137
219000 0.676124
220000 0.675112
221000 0.674102
222000 0.673093
223000 0.672085
224000 0.671079
225000 0.670074
226000 0.669071
227000 0.668068
228000 0.667068
229000 0.666068
230000 0.66507
231000 0.664073
232000 0.663078
233000 0.662084
234000 0.661091
235000 0.660099
236000 0.659109
237000 0.65812
238000 0.657132
239000 0.656145
240000 0.65516
241000 0.654176
242000 0.653193
243000 0.652211
244000 0.65123
245000 0.650251
246000 0.649272
247000 0.648295
248000 0.647319
249000 0.646345
250000 0.645371
251000 0.644398
252000 0.643427
253000 0.642457
254000 0.641487
255000 0.640519
256000 0.639552
257000 0.638586
258000 0.637621
259000 0.636658
260000 0.635695
261000 0.634733
262000 0.633772
263000 0.632813
264000 0.631854
265000 0.630896
266000 0.62994
267000 0.628984
268000 0.62803
269000 0.627076
270000 0.626123
271000 0.625172
272000 0.624221
273000 0.623271
274000 0.622322
275000 0.621374
276000 0.620427
277000 0.619481
278000 0.618536
279000 0.617592
280000 0.616649
281000 0.615706
282000 0.614765
283000 0.613824
284000 0.612885
285000 0.611946
286000 0.611008
287000 0.610071
288000 0.609135
289000 0.608199
290000 0.607265
291000 0.606331
292000 0.605398
293000 0.604466
294000 0.603535
295000 0.602604
296000 0.601675
297000 0.600746
298000 0.599818
299000 0.59889
300000 0.597964
301000 0.597038
302000 0.596113
303000 0.595189
304000 0.594266
305000 0.593343
306000 0.592421
307000 0.5915
308000 0.59058
309000 0.58966
310000 0.588741
311000 0.587823
312000 0.586905
313000 0.585988
314000 0.585072
315000 0.584157
316000 0.583242
317000 0.582328
318000 0.581414
319000 0.580502
320000 0.57959
321000 0.578678
322000 0.577767
323000 0.576857
324000 0.575948
325000 0.575039
326000 0.574131
327000 0.573224
328000 0.572317
329000 0.57141
330000 0.570505
331000 0.5696
332000 0.568695
333000 0.567792
